Date,Product,Region,Sales_Amount,Quantity,Customer_Age,Customer_Satisfaction,Marketing_Spend,Seasonality_Factor
2024-05-11,Product_E,East,1086.8628053885427,9,24,2.258326186184909,370.6359861259136,0.0033410982458299543
2024-03-17,Product_E,East,2255.3572734731665,9,51,1.8083326600316947,134.5072490430399,0.002082839134607828
2024-07-17,Product_C,West,937.1961439191977,9,59,4.810568523203445,74.6118130570818,0.001120284414966477
2023-09-25,Product_C,Central,539.8678366690426,11,44,2.775952857368121,410.8292695887231,0.0004537193126427086
2024-05-24,Product_B,Central,1283.016181038619,13,42,1.6988343681951426,33.89228814759861,8.334134526211123e-05
2025-03-17,Product_D,East,2453.0002598307096,15,21,1.7946026107245565,46.24654422560476,9.26026380987377e-06
2024-01-21,Product_A,South,1524.2390480736144,11,47,2.122838969858376,232.54849347688466,0.00023149802010913323
2024-01-22,Product_E,Central,426.0706722131879,10,22,4.997265072758851,86.90751165932055,0.0007499887603165112
2023-04-23,Product_B,West,689.8899451877959,10,39,2.0720460020783893,249.6663452072903,0.0015645788444357267
2024-09-04,Product_A,Central,1136.7751988218442,8,40,2.3152072183138146,34.32466658430111,0.002675026891844512
2024-09-16,Product_B,West,1245.2181453613678,10,-4,3.6373125119360057,58.14242223745117,0.0040810038528208414
2025-08-09,Product_C,East,2101.264406822018,15,39,2.175845505641193,34.074022936931364,0.005782093106048047
2023-03-22,Product_E,Central,838.0699527389781,12,66,1.8632170042387735,611.140254712392,0.007777790582067623
2024-11-29,Product_A,West,2750.866005091786,8,9,1.6345487465983948,103.9746059621737,0.010067504912646963
2023-04-23,Product_A,East,297.9911117108974,12,34,2.2507306601111687,82.26240659459695,0.012650557606013635
2023-01-02,Product_A,South,1173.037237204066,9,11,,2.860794388534829,0.015526183247907666
2024-10-03,Product_A,West,567.5837958039385,9,24,1.0745863456591316,33.3095431659292,0.018693529728390668
2023-08-08,Product_A,South,701.7968319551101,9,11,4.218566789338709,109.33749367858493,0.022151658494343196
2024-07-19,Product_B,South,966.4487447818578,6,36,1.5515797696583062,14.192417375018811,0.02589954482757939
2025-05-04,Product_E,North,1520.1765477654537,6,44,4.103907399260969,142.9719726086717,0.029936078148492973
2025-09-23,Product_C,Central,951.3035314734582,11,39,4.190169915946639,121.39956243556507,0.034260062345145004
2025-01-05,Product_C,West,1034.2969836299847,5,23,3.1516781053169725,291.4877436595214,0.03887021612769925
2023-08-13,Product_C,South,274.2537973547711,8,27,2.2387278332518057,215.6459079351992,0.04376517340809416
2024-01-20,Product_C,North,2163.2642690071625,11,38,1.5801309349995538,118.09909600165953,0.04894348370484636
2024-02-07,Product_B,East,3427.0784589798855,13,24,3.9472204268839963,50.89090782439509,0.054403612572857196
2024-09-29,Product_D,West,1055.5351004952154,10,19,3.405547943927144,259.5567700916341,0.060143942058104694
2023-05-10,Product_E,South,1215.8438132827018,9,32,3.6218138259742565,246.1058679487103,0.06616277117707481
2023-02-22,Product_A,Central,1107.1782257226305,13,23,1.0346763593805242,33.280860739674154,0.07245831642080347
2024-11-14,Product_D,North,507.89971553728776,7,39,4.710068062831298,492.43772920904007,0.07902871228336539
2024-12-30,Product_C,South,900.0343276899748,8,50,1.265160749786201,13.314542490384746,0.0858720118146663
2024-11-02,Product_D,Central,2280.6219614443003,9,66,2.4672235405600227,11.322051174947921,0.09298618719736385
2024-12-10,Product_E,South,1446.7237062497777,15,39,2.610846598606801,41.49105607685298,0.10036913034775663
2024-02-20,Product_A,West,737.2391448171195,13,42,1.0054220979917954,480.39447026716084,0.10801865354045126
2023-09-04,Product_A,West,12048.595278878256,9,27,2.9883572374031884,146.79305336628494,0.1159324900566363
2025-04-15,Product_E,West,1160.0631204215802,7,28,4.01123597804404,310.1780734123725,0.1241082948557567
2024-03-14,Product_E,North,2665.0887641878116,8,50,4.293074612459089,51.71352506621226,0.13254364527040297
2023-07-22,Product_C,West,1439.0217834727462,17,31,4.517587973223538,134.75597848584206,0.14123604172419701
2023-07-03,Product_A,Central,1249.2629938519335,10,35,2.950875473261478,88.72359097740159,0.1501829084724723
2023-05-03,Product_D,South,866.8870891098973,10,49,3.522544762118602,351.8529655540993,0.15938159436552168
2024-02-05,Product_B,East,418.9888278220085,9,31,,4.572767233003805,0.16882937363419215
2025-02-05,Product_B,Central,4523.709923764328,10,53,2.9521528971269997,55.90117905846059,0.17852344669758546
2023-10-21,Product_E,Central,723.5714772516865,10,41,1.619263019486941,33.1104047721404,0.18846094099263888
2023-10-07,Product_C,West,4038.5113001527566,12,40,2.4785724704900858,392.06739765989886,0.19863891182532312
2025-04-16,Product_B,North,1640.288745628734,22,27,2.317221251458397,126.05094632639937,0.20905434324322258
2025-06-02,Product_A,South,553.3048588745431,10,41,2.6941623089660327,103.5767762502862,0.21970414892922396
2024-09-01,Product_E,North,653.2343997685243,14,29,3.2865464718965303,119.37940202835308,0.23058517311606186
2023-07-17,Product_D,South,877.8236293933724,10,40,4.6115065882519835,714.5719550013947,0.24169419152143745
2025-09-08,Product_E,South,3335.6357162449567,8,33,2.5779385253900213,379.7808409131476,0.2530279123034449
2025-06-25,Product_D,North,1094.646790523047,9,46,4.924524782846203,245.08612499804755,0.2645829770360142
2024-05-25,Product_E,Central,873.7817953612534,8,34,4.036112192204811,68.63302540811725,0.2763559617040877
2025-01-21,Product_E,South,919.5197709603749,4,59,3.045924187153533,36.10615212982054,0.28834337771822494
2023-05-24,Product_E,North,575.2051345097788,10,31,3.5761057484477763,508.76230425697327,0.3005416729483529
2024-08-31,Product_D,South,1218.9424009568108,12,28,1.408896684527778,110.0087819538909,0.3129472327763325
2023-07-20,Product_D,East,964.9469004197672,11,39,4.378086125254619,65.35550040997474,0.3255563811670543
2023-05-04,Product_E,Central,2455.9096107496534,9,47,3.3294298202558634,127.32343836308932,0.338365381757721
2023-07-06,Product_B,West,1003.9950827808848,11,47,4.944269920838407,499.8354126715954,0.3513704389650182
2023-11-22,Product_C,South,1117.3875535971206,8,37,,97.90003176983697,0.36456769910982245
2024-04-08,Product_C,East,1304.4824181518134,17,39,4.3364463330653,165.40018091037388,0.37795325155913195
2023-12-15,Product_C,West,871.6418904612831,9,39,4.199050971180959,324.87610090213985,0.3915231298848736
2025-02-09,Product_D,West,5778.652473056828,13,22,2.3818446058730753,111.42017645959652,0.40527331303923597
2024-10-21,Product_D,South,1800.8013719561409,12,47,2.0384425009328466,53.195023652975216,0.41919972654619864
2025-02-02,Product_B,North,834.9006768113436,14,19,2.72197433372604,1041.5399407175287,0.4332982437088816
2025-08-12,Product_C,South,1332.946496029446,9,22,2.8689653776353485,627.3249151890119,0.4475646868323797
2025-07-20,Product_C,East,543.7429634132972,7,35,1.9603388077465755,370.9132346460522,0.4619948284617008
2024-02-07,Product_E,West,404.12117440417654,11,31,4.578391493403887,233.19022822218756,0.47658439263444974
2023-12-12,Product_D,South,4204.871480978884,9,44,3.170191449202584,69.87337916975044,0.4913290561478958
2025-08-20,Product_C,North,2306.7102395799157,15,40,4.913777568614279,489.32097520149875,0.5062244498400226
2024-05-25,Product_B,South,4533.920938365067,10,36,4.240071112185053,64.47034798194797,0.5212661598842117
2023-05-27,Product_B,Central,1181.2873299855855,13,21,3.222819441567784,322.69871980158587,0.5364497290971488
2023-05-28,Product_C,North,1171.0063432305244,17,35,4.788161112577437,500.8378775703198,0.5517706582595894
2025-05-13,Product_D,East,750.2025444054051,11,34,3.0194992603812283,184.76573439374354,0.5672244074495683
2024-12-11,Product_B,West,619.5427753669485,6,37,4.548426050074681,324.9673921951802,0.582806397387683
2025-03-30,Product_E,South,1936.4018095591236,8,29,2.432579124783222,313.75048067918976,0.5985120107940263
2024-05-03,Product_B,North,1267.7100043803407,9,41,2.5145695336163763,42.92542165705053,0.6143365937563925
2025-07-17,Product_A,Central,2052.2322063086726,11,30,2.6725227318837246,220.4785693537932,0.6302754571093268
2025-07-24,Product_A,North,1669.5127006873574,12,40,3.1865025837729846,19.62577584050625,0.6463238778236279
2024-10-01,Product_D,Central,826.2782756285981,7,44,3.213961080795296,141.7944043496256,0.6624771004058865
2024-07-04,Product_C,East,1495.0452968888067,8,28,2.985595686708337,35.40366034229091,0.6787303383076349
2023-12-04,Product_D,West,1682.7289436130927,5,25,2.22400389433267,107.69058642877789,0.6950787753437107
2025-05-21,Product_D,East,529.1858956091154,14,40,4.7088258591633245,357.93082703809927,0.7115175671193902
2024-10-02,Product_D,South,2215.745837588871,11,19,3.354344389397017,871.1601460579813,0.7280418424658948
2025-02-17,Product_D,North,1151.3820761172074,8,48,2.6309568647663797,76.53334500265755,0.7446467048838119
2025-09-14,Product_E,Central,672.9712714301538,13,35,,151.8384653649651,0.76132723399405
2025-08-10,Product_E,Central,1621.0286048075643,12,33,4.07186703123922,143.20048641838255,0.7780784869958333
2024-04-17,Product_B,North,8151.356492746805,5,41,4.842912352912972,617.5761346680699,0.7948955001313808
2025-08-03,Product_A,North,580.8546713764579,11,40,2.9981966490703305,130.24131563714573,0.811773290156756
2023-05-31,Product_D,South,2100.1318294949847,12,35,1.4483940414030352,240.1995836712116,0.8287068558185222
2024-02-19,Product_B,East,480.9695278471524,12,45,2.7630632057461653,509.6695913748511,0.845691179335719
2025-09-16,Product_A,Central,10710.70640596274,8,26,2.9158822458138856,93.48253678085491,0.8627212278867349
2023-10-25,Product_C,South,1543.4388027524426,16,43,4.587976312742695,464.80718158169515,0.8797919551006472
2024-09-02,Product_E,East,597.3954548657485,11,22,2.5792030738518124,498.88529652756324,0.8968983025525645
2023-09-20,Product_A,South,1064.4766084564812,13,41,4.813297059548553,533.7538901631157,0.9140352012625533
2025-02-02,Product_C,Central,2372.8413122156494,14,31,2.940527630857339,63.064428936210916,0.9311975731976794
2023-05-24,Product_A,North,1103.647248800379,10,19,4.8951220039157155,102.28369131464734,0.9483803327767458
2023-12-12,Product_E,North,1568.8884310969954,10,38,1.0327932845238488,408.6541846459623,0.9655783883772542
2024-09-15,Product_E,East,519.0393275921397,5,34,4.595261499225387,88.99566198190671,0.9827866438441647
2024-07-25,Product_B,West,2615.919311107546,15,16,4.724481807773403,183.38470287450806,1.0000000000000007
2025-05-30,Product_D,East,1764.2174143300886,13,9,4.844083743060853,25.125004899918395,1.0172133561558339
2023-01-02,Product_A,West,2854.333260696926,8,33,1.0523061366984594,11.58409124766027,1.0344216116227463
2025-06-15,Product_A,South,704.6026064595279,14,54,1.686803346201236,106.2036218367333,1.0516196672232527
2023-10-31,Product_C,South,1391.4457328907415,17,38,3.6150580123729448,172.9848410151734,1.0688024268023202
2023-09-11,Product_E,Central,1723.2370672537309,12,26,,99.74618322151387,1.0859647987374461
2024-10-13,Product_A,West,786.2927035295277,17,47,1.254435984706003,172.4248047657062,1.103101697447435
2024-03-28,Product_E,Central,940.5583866073428,13,45,1.8843154947737677,144.75607493353303,1.1202080448993523
2023-02-06,Product_A,North,262.0309599069829,18,50,3.0497590749755368,231.48606733430296,1.1372787721132647
2023-06-09,Product_B,West,1761.872607551698,15,43,3.18361023706723,209.69742095848747,1.1543088206642813
2023-01-09,Product_D,East,5393.040661197854,4,45,1.1370444911740174,110.41485547185282,1.1712931441814773
2023-08-21,Product_A,North,603.0902520535365,5,43,1.6814690031261246,110.67539213767452,1.1882267098432444
2023-04-09,Product_E,North,1645.9887161091283,6,29,2.9988226933386213,30.345669212464056,1.205104499868619
2024-10-20,Product_B,East,913.0099776339911,6,15,3.375762483773621,143.99623140641106,1.2219215130041654
2025-03-26,Product_A,North,652.896924840664,7,28,1.5936067859448615,176.94830088124039,1.2386727660059496
2023-07-27,Product_C,West,4296.929448937991,14,48,2.5953656477878826,129.43959909866228,1.2553532951161868
2023-05-11,Product_D,Central,3549.6986211941394,16,30,4.6176057460678095,78.81820827545796,1.2719581575341048
2024-02-08,Product_A,North,710.5911618601917,8,33,,255.77414688923614,1.2884824328806084
2023-06-01,Product_B,West,995.7806658728441,9,21,4.948857819324565,15.51916375633538,1.304921224656288
2023-02-23,Product_C,South,2054.3369218408134,14,28,4.5266980411474895,491.70834327066507,1.3212696616923638
2023-04-30,Product_B,West,1568.4218615250916,13,34,2.578640351799783,4.171898783944656,1.3375228995941137
2024-11-03,Product_B,Central,1078.3221854079402,13,40,3.7462971682991366,655.8851737839767,1.3536761221763716
2025-07-08,Product_C,West,1434.2322507304787,7,29,2.6663689111367948,124.11158112724603,1.3697245428906735
2024-09-19,Product_B,East,1280.1275316495244,8,28,3.5941081072968113,106.43366823968421,1.3856634062436068
2024-08-09,Product_C,Central,1274.7033713355245,15,45,2.237729883877933,59.262243993846496,1.4014879892059733
2024-09-16,Product_A,South,1156.7023267952004,13,38,,2.0244383602041593,1.4171936026123166
2025-08-25,Product_C,East,1289.0264883889176,15,40,3.0950339862113996,64.25887510223738,1.4327755925504313
2024-02-24,Product_C,West,3096.8124685031576,13,53,1.0979210632527998,23.17196047970581,1.4482293417404102
2024-02-26,Product_D,Central,424.4800316897265,7,28,4.162811614984455,215.6565733795572,1.4635502709028507
2023-04-14,Product_C,South,1802.1793509127494,12,34,,76.86061408133766,1.478733840115788
2025-05-01,Product_C,East,3017.5299528219307,7,41,2.172623769013207,291.497354310005,1.493775550159977
2023-09-11,Product_A,South,1127.629652608095,11,24,1.0236962618160095,46.365274464391014,1.5086709438521044
2023-08-15,Product_D,West,1431.5052994202913,9,37,2.5048056531807927,460.9872859083044,1.5234156073655498
2023-04-22,Product_E,South,1368.8481723869747,7,35,1.2526421126565572,148.04000728919536,1.5380051715382996
2024-05-24,Product_A,North,1595.565322217226,9,68,4.654043867324965,24.321963898018495,1.552435313167619
2024-04-17,Product_A,East,9836.427879252049,8,36,2.6627171806514744,102.44706860851633,1.5667017562911174
2023-04-09,Product_E,South,1339.5778324527105,14,48,2.8379830994576403,46.32602312691772,1.5808002734538
2023-06-02,Product_C,West,6099.199612454313,13,44,2.3994009443634194,44.550082262818364,1.5947266869607635
2025-05-10,Product_B,West,517.3633017232303,11,21,3.510024616807065,141.193699762736,1.6084768701151253
2025-07-02,Product_D,South,-11.603546177893676,11,16,4.137632466472815,222.88250083167904,1.6220467484408676
2025-06-14,Product_B,West,1471.3269095963828,14,37,3.5925869721959116,485.21785503139176,1.6354323008901765
2025-05-27,Product_E,Central,897.1322040813568,10,50,3.99282847358051,139.4961155410026,1.6486295610349815
2023-12-04,Product_A,Central,940.6820023903058,10,38,4.623894654037041,675.3328103513009,1.6616346182422785
2024-12-06,Product_A,Central,1186.0097255856622,14,35,4.454186126685714,568.2072698742983,1.6744436188329455
2025-04-01,Product_D,North,1202.7847180586193,13,31,3.696233811014783,400.5887585832767,1.6870527672236673
2023-06-12,Product_A,South,780.5274921677942,5,19,1.8585518516177144,138.62034230370298,1.6994583270516468
2024-12-20,Product_A,North,3946.593181375989,8,23,3.5508114041677152,30.37490796727262,1.7116566222817746
2025-08-14,Product_D,West,688.4567528460824,15,15,3.0243323829620437,49.155676907303416,1.723644038295912
2024-11-11,Product_D,North,1972.1539601027466,13,21,,208.63741005199196,1.7354170229639854
2025-09-22,Product_E,West,2041.9165022620236,15,28,4.331726593571659,109.5515181182225,1.7469720876965549
2023-06-10,Product_A,West,3474.3765052776175,10,44,3.97088598874567,31.752640979462942,1.7583058084785623
2024-08-02,Product_A,East,1026.9037023321814,13,29,4.3862446798451415,130.39871872200263,1.7694148268839378
2025-03-11,Product_E,Central,3009.538769524909,9,38,1.2554654933640954,3.5168492272566314,1.7802958510707751
2024-02-02,Product_C,West,1547.9258284097657,6,36,1.1264801529498558,264.77314101131606,1.7909456567567776
2023-10-04,Product_C,East,1606.7325244395552,8,40,2.034002270798376,15.285796150845227,1.801361088174676
2025-03-26,Product_C,Central,1804.0114371620734,14,22,4.602664336434513,198.3719032824331,1.8115390590073615
2025-07-04,Product_E,West,2545.963955632914,10,47,4.294637003935895,315.01725644986914,1.8214765533024138
2024-05-18,Product_A,West,876.1160180549218,15,18,3.7309091911812464,28.461126086066407,1.831170626365808
2025-06-14,Product_E,North,1714.1661667832823,6,29,3.8030346697588637,146.2274256002942,1.8406184056344777
2024-01-27,Product_E,North,5492.588264034816,11,34,3.90668187703285,301.9796237953335,1.849817091527528
2023-05-15,Product_C,Central,1901.664803642659,10,44,4.770410801938988,60.39229586402176,1.8587639582758029
2023-07-14,Product_B,West,4884.921748370244,12,51,4.32876460923023,35.56631270381171,1.8674563547295968
2024-02-05,Product_A,South,773.937996184434,8,44,3.49356154810819,82.14149837443468,1.8758917051442432
2024-10-01,Product_C,North,5530.454276068217,13,51,3.662861741028562,161.80104350564437,1.8840675099433635
2023-02-02,Product_B,Central,437.3998400815559,11,25,1.8549610482444878,171.2648393591551,1.8919813464595485
2024-11-18,Product_B,West,642.5713494107354,10,49,3.62927530062509,28.053970963437557,1.8996308696522433
2024-04-04,Product_D,West,581.4885828367817,10,47,2.698716049673834,122.33882195516603,1.907013812802636
2025-08-12,Product_A,South,1004.1446985606461,17,6,1.611847482422975,62.4720704764331,1.9141279881853337
2025-06-01,Product_B,Central,1775.1679861125222,12,32,4.225611276986298,369.06270731913474,1.9209712877166345
2024-04-14,Product_C,West,744.4337141936048,10,42,3.0409883992125826,75.25170039084253,1.9275416835791963
2024-01-10,Product_D,North,809.4592424330028,9,28,4.909700166757686,364.90346893425965,1.933837228822925
2023-01-22,Product_A,South,3282.0617925866436,7,21,2.1267174178981,111.92077201193926,1.939856057941895
2025-01-19,Product_E,Central,2547.917774225316,12,60,2.922680449220307,259.353458500258,1.9455963874271425
2024-10-31,Product_C,South,2228.388675151568,16,36,2.7919818186754726,142.69456216567855,1.9510565162951536
2023-02-07,Product_B,North,2691.5705927069266,10,36,1.483118089730315,194.5524420580546,1.9562348265919054
2023-08-18,Product_B,Central,1996.392294681098,11,19,2.704461115323118,100.62325375851842,1.961129783872301
2023-12-31,Product_C,South,435.8352695819007,9,27,2.1502138256836996,292.38190905126925,1.9657399376548548
2024-07-16,Product_B,East,1414.0471741375238,6,24,1.6412818854677376,110.74293103468051,1.9700639218515072
2024-03-13,Product_D,North,1727.8575767846482,11,47,2.128622336144557,122.29929970576401,1.9741004551724206
2025-02-14,Product_A,North,585.3471094662476,9,41,,145.82894472632603,1.977848341505657
2023-10-10,Product_D,North,1793.5516103343443,6,28,3.936294124023512,356.54898656847945,1.9813064702716092
2023-01-27,Product_B,East,449.3392261919736,11,41,1.1231007130366404,215.3969294280055,1.9844738167520921
2023-08-14,Product_E,East,1270.6426539629085,13,31,3.4698509916528852,85.8984073320337,1.9873494423939864
2023-10-04,Product_A,West,1209.9968114519204,16,37,4.042645368094426,221.92633634575424,1.989932495087353
2025-03-08,Product_A,South,1562.8062560004578,7,37,2.9228938258758927,205.6829095503907,1.9922222094179323
2024-08-31,Product_C,West,1075.3605749410522,12,40,4.726259920031674,534.7856347977474,1.9942179068939518
2023-10-11,Product_C,South,1859.1044031932477,12,38,3.831522780946141,368.29472141788875,1.995918996147179
2025-05-28,Product_E,East,350.6293450833307,10,40,3.991694605245669,208.51081942920632,1.9973249731081555
2025-08-17,Product_A,East,745.0717786842403,7,50,1.787733949763481,83.56031123248177,1.9984354211555644
2024-04-25,Product_E,West,2446.463443241683,10,42,4.1091823033562935,302.4408702131567,1.9992500112396834
2024-03-28,Product_C,Central,1235.5268436911838,15,30,4.32837894433246,171.23126630417337,1.999768501979891
2025-04-08,Product_C,West,646.071251967805,10,33,2.4450655536239583,843.5736481388096,1.99999073973619
2025-03-26,Product_A,South,11814.585915799395,14,49,1.853452272131885,56.87248533421608,1.9999166586547379
2024-10-20,Product_D,West,953.5912913053196,5,36,2.5402027168144667,16.601518589412994,1.9995462806873574
2024-05-30,Product_B,North,1461.785791884952,10,30,3.9584318760005486,14.490873659502942,1.9988797155850335
2024-06-30,Product_C,South,1039.3655580770942,11,27,2.670556023474811,204.34713263657662,1.9979171608653923
2023-07-11,Product_C,South,1911.0847756284413,8,38,3.9466075008991517,560.2313176165854,1.99665890175417
2023-02-18,Product_D,Central,1654.8995488163177,14,24,1.4542581639101506,0.386756568979579,1.9951053111006976
2024-05-26,Product_D,East,451.66479940075476,8,50,4.224046841953937,258.7583852929288,1.9932568492674143
2023-01-17,Product_E,South,2531.1081331464825,5,22,2.0128299265694296,214.04297728292553,1.9911140639934546
2023-06-21,Product_E,East,1055.992737256791,11,52,1.9957159508583748,263.5807977436812,1.9886775902323404
2023-08-08,Product_B,West,806.3109278963534,18,31,3.361523860815443,87.826739482993,1.9859481499638303
2023-06-07,Product_B,North,791.8569156823075,10,22,1.2804721829879586,343.5120528659861,1.9829265519799826
2024-04-21,Product_A,Central,1033.856318650554,14,37,1.1051909067386743,9.147421496685181,1.97961369164549
2023-02-15,Product_E,East,358.59235003417143,13,23,,281.65164254352374,1.9760105506323686
2024-01-08,Product_C,South,1208.4898649719694,13,35,,62.14154567277046,1.9721181966290613
2024-06-01,Product_E,East,2318.763330950801,11,28,4.630465544900909,129.5727362195892,1.9679377830240643
2023-04-09,Product_C,South,1173.198752924086,9,46,4.385740705229228,345.9105384005914,1.963470548564149
2025-06-10,Product_D,East,419.2803337226919,13,36,2.961785839683902,63.31483439696065,1.9587178169872963
2025-01-14,Product_E,South,334.9304905158842,8,20,1.148207974773971,40.96436273505745,1.9536809966304456
2023-02-06,Product_D,West,2475.668259846203,11,27,3.1410109385172365,228.70928614035145,1.9483615800121719
2023-10-07,Product_B,South,1279.752344156162,12,43,3.819182399701182,152.4543942239118,1.942761143390421
2023-12-15,Product_B,South,2266.0640190015893,12,50,2.356658130100135,144.47560124176658,1.9368813462954315
2024-05-11,Product_A,North,488.974734728898,15,34,1.4442532131266188,59.349814895828764,1.9307239310379796
2023-10-29,Product_E,South,1881.4358462256682,10,22,2.1142718128226377,7.100629983049461,1.9242907221930936
2023-06-30,Product_D,North,2691.6093227758674,11,47,4.086355457871256,105.61780256439263,1.9175836260593944
2024-08-29,Product_C,Central,806.5852028563556,11,43,2.4049753291333134,22.535103358381782,1.9106046300942163
2023-04-09,Product_B,North,2254.9815405588506,10,50,4.2479259627428405,472.86901694936824,1.903355802324684
2024-11-30,Product_B,West,1815.614521770994,13,38,2.2780858072299033,8.42505273795119,1.8958392907349095
2025-09-19,Product_C,North,1649.0320891963388,13,28,1.6542201536552725,113.0038711540388,1.8880573226294932
2023-04-26,Product_D,Central,1198.0754907160579,14,41,2.743393438054433,10.731972964855228,1.8800122039735359
2023-07-10,Product_D,West,1010.0415638485784,5,38,,20.084296460957685,1.8717063187093217
2023-09-10,Product_E,East,362.93421350630206,9,28,1.064432874197348,215.09637440556105,1.8631421280499114
2025-09-07,Product_E,East,955.343059245791,12,37,1.4681802908253045,208.3204917252243,1.854322169749827
2025-07-16,Product_A,North,1232.0115812883128,14,32,1.7397040750912698,6.7221522152056155,1.8452490573530635
2025-09-09,Product_B,North,1165.774720906426,13,43,1.4543492695146996,0.22642314442132008,1.8359254794186368
2023-06-10,Product_E,Central,240.6638154271771,18,40,2.3661043016854553,16.419546961823173,1.8263541987239096
2023-09-13,Product_D,Central,2853.563228504978,8,22,4.858491422468072,287.9380973706717,1.8165380514459164
2023-11-19,Product_C,South,1951.628171211224,14,21,3.036890153308312,175.69134631387246,1.8064799463209444
2023-05-08,Product_D,Central,927.5379148952965,12,33,3.510224095482586,7.772750373514747,1.7961828637826156
2023-01-18,Product_B,South,508.6231853125143,11,35,2.4255459140921127,133.92403120472605,1.7856498550787148
2025-03-03,Product_D,West,2640.8352814384366,8,44,2.2939510465725843,248.9793476517363,1.7748840413670415
2025-01-04,Product_A,North,2281.9513758856197,14,41,1.0925870876600334,406.43739820305836,1.7638886127905427
2024-07-19,Product_B,West,1501.4550294816831,16,52,3.0013346227040896,543.7307157255912,1.7526668275320088
2024-07-23,Product_C,Central,773.3754972546358,9,29,2.934436027006665,79.33295783743706,1.7412220108485963
2023-11-19,Product_A,West,915.4581666454353,17,28,1.6313229047244922,29.197716077584307,1.7295575540864885
2025-05-21,Product_B,West,480.2379314359548,16,23,4.057296000826815,54.080032587340284,1.7176769136759622
2024-11-16,Product_C,West,506.12862796833275,15,43,2.9706973212440118,299.37502196113195,1.705583610107177
2025-03-02,Product_A,Central,2216.1861690022697,8,35,2.355975880646293,711.4594973731632,1.6932812268869772
2024-09-17,Product_A,West,1626.5245777995256,8,12,1.5876356360917079,125.61936459674175,1.6807734094770164
2023-10-15,Product_B,South,1001.1472700154859,13,37,3.2086433078840497,72.8703567074894,1.668063864213534
2025-07-31,Product_E,Central,2813.59975510871,11,38,4.0112681043552385,112.13997875918866,1.6551563572090848
2025-05-03,Product_A,West,1520.3482874956949,9,33,2.1279974107398867,72.71492258542041,1.6420547132365635
2024-10-24,Product_A,Central,969.9706059835764,11,38,1.8751774063068902,59.27394641244212,1.6287628145958348
2025-08-19,Product_C,East,804.1448006650271,6,20,3.087739856258308,180.15767948382322,1.6152845999633285
2024-09-30,Product_D,South,3191.1031468184065,10,54,1.6213732100400677,3.1722210581535375,1.6016240632249223
2023-06-04,Product_B,West,517.0068897944379,15,39,3.6664535463771397,60.100041278589856,1.5877852522924734
2024-05-04,Product_B,East,3393.3878525847977,6,13,3.421374511776922,216.5765761030963,1.5737722679043256
2024-01-21,Product_E,East,2230.003844157228,7,34,1.3483281983657145,6.517592543029051,1.5595892624101764
2025-09-12,Product_E,Central,807.1002331999566,10,39,1.1460815175254955,17.37358287630764,1.545240438540651
2025-02-23,Product_B,East,1138.6069628633918,8,21,3.4811546103543396,69.45701761308892,1.530730048161934
2023-04-14,Product_E,South,2437.275195681112,7,41,2.177175095954963,420.42710030032674,1.5160623910158537
2025-07-17,Product_C,South,1538.989066521955,11,55,1.3457830126935941,289.53709146105587,1.5012418134457755
2024-01-28,Product_B,North,2716.185636668457,10,27,4.037714819825946,4.481154910098058,1.4862727071086907
2025-03-21,Product_E,South,3566.8474281176473,8,40,2.2561760120705765,139.31573897067253,1.4711595076738633
2023-09-03,Product_B,East,923.1700767911964,11,37,2.8383981985528943,64.23053484474715,1.4559066935084601
2023-06-25,Product_D,South,909.3798533182946,8,46,1.947251709815077,209.19200927910566,1.4405187843504952
2023-02-08,Product_A,Central,3587.9353764549387,16,33,3.5092683134318583,255.70614252732753,1.4250003399695548
2024-04-21,Product_B,North,1537.197351491569,14,22,2.2059536614174378,397.3543538523347,1.4093559588156213
2024-11-12,Product_A,East,652.3930348574589,11,45,4.872083844910513,129.03003268551132,1.393590276656467
2025-01-28,Product_E,North,666.4993717957301,6,22,3.8117901944676262,1038.7946611020857,1.3777079652039657
2024-06-21,Product_A,East,1376.8585848898279,8,56,1.5468891054938632,782.2657221862571,1.361713730729767
2025-05-16,Product_B,Central,3212.7160575515213,11,41,2.666779358693867,427.6969145748269,1.3456123126707333
2025-03-28,Product_D,North,2348.1868412901295,9,27,2.5416843989195144,171.0718173955652,1.3294084822245307
2025-07-09,Product_E,West,1366.0941134436302,7,48,3.1369884428815324,101.50170545168481,1.3131070409358276
2024-02-12,Product_B,East,719.4532011848238,9,34,4.367722697917014,90.63286121357295,1.2967128192734902
2024-06-08,Product_E,West,646.8462013704013,13,32,3.333688060732007,2.4397708954792865,1.2802306751992165
2025-04-07,Product_C,North,2738.693183737232,11,26,1.246226710399997,57.3164014803521,1.2636654927280082
2024-05-20,Product_A,West,976.2925562972102,7,12,3.62166278721142,253.7436808999841,1.2470221804809372
2025-06-21,Product_C,West,465.2274717620741,7,42,1.0330611917834336,185.08249166895303,1.2303056702306125
2025-04-04,Product_B,North,4567.823582613438,14,15,4.119841842161572,496.3954429572114,1.213520915439795
2023-02-05,Product_D,Central,1545.1343081980615,10,25,3.666544289644968,10.263346704355898,1.1966728897935777
2024-11-15,Product_E,West,3355.8978180629165,8,40,2.235142633410344,33.74920925019932,1.1797665857255621
